DateHour,Std F_rec,Std F_ori
2022-12-08 01,0.038790528193208,0.039858842052873
2022-12-08 02,0.02113797916662362,0.021761392678426885
2022-12-08 03,0.02108666673296553,0.02171603951592717
2022-12-08 04,0.023207355446209832,0.023898034850848612
2022-12-08 05,0.02818151648095537,0.02900333068830329
2022-12-08 06,0.028974941595055367,0.029790558242822503
2022-12-08 07,0.030627631903571616,0.0314365416967272
2022-12-08 08,0.028184096183306966,0.02890135946118081
2022-12-08 09,0.021381697034965792,0.021920844129095302
2022-12-08 10,0.023659222921727827,0.02425872797288691
2022-12-08 11,0.02648533542873925,0.027155729890567207
2022-12-08 12,0.02443476616466983,0.02505161509641092
2022-12-08 13,0.0251946210242113,0.025836460577563367
2022-12-08 14,0.03318735709678383,0.03402888472863388
2022-12-08 15,0.026597293525727716,0.02727394174875904
2022-12-08 16,0.03193704145158163,0.03274248259870644
2022-12-08 17,0.023431831992673777,0.02402111667148243
2022-12-08 18,0.02514634470939445,0.025780377431460572
2022-12-08 19,0.023854639138547264,0.02445689802149137
2022-12-08 20,0.02377568899853253,0.02437543310675164
2022-12-08 21,0.03647776931606569,0.03739811297951574
2022-12-08 22,0.02296712797599389,0.02355917443996589
2022-12-08 23,0.04059504215053703,0.04163768016759102
2022-12-09 00,0.022731085766055287,0.02334239406844401
2022-12-09 01,0.03095712557456566,0.03180251109782771
2022-12-09 02,0.020128840669799215,0.020685300544948444
2022-12-09 03,0.02332116195998606,0.02397083267916658
2022-12-09 04,0.026755924754580326,0.027493413833332203
2022-12-09 05,0.02405234111299802,0.02471718879349342
2022-12-09 06,0.02344474018356552,0.024080517465423893
2022-12-09 07,0.030999264286752044,0.03179624539902253
2022-12-09 08,0.0295765961567432,0.030314150306767675
2022-12-09 09,0.037735995091224904,0.03866317323268463
2022-12-09 10,0.03158591798415653,0.03229770081673838
2022-12-09 11,0.024382845407038327,0.02499208513173485
2022-12-09 12,0.028963759680423907,0.02968658065597265
2022-12-09 13,0.02812139568665485,0.02881541010358836
2022-12-09 14,0.028928080130017114,0.029642609411794262
2022-12-09 15,0.024836162433374248,0.02545168740459415
2022-12-09 16,0.029482115006817997,0.030212135622310888
2022-12-09 17,0.028764348266266164,0.029473318733588747
2022-12-09 18,0.023365038514576695,0.023943491446478036
2022-12-09 19,0.033966905830251616,0.03480320223955442
2022-12-09 20,0.03224742220882857,0.033052956583973434
2022-12-09 21,0.03197951388773411,0.03278380761994837
2022-12-09 22,0.03022643186599828,0.031037117745469186
2022-12-09 23,0.02680548331729433,0.027558026118345992
2022-12-10 00,0.024687025837742013,0.025396973475269882
2022-12-10 01,0.027207192555730498,0.028009768407040864
2022-12-10 02,0.0331326392782016,0.03412169252741333
2022-12-10 03,0.021837277416526232,0.02247548321963937
2022-12-10 04,0.033404375009231844,0.03439515233606611
2022-12-10 05,0.018330918737326236,0.018889184809600373
2022-12-10 06,0.03236391059735078,0.033359059975354675
2022-12-10 07,0.023580149466384766,0.02429662204532283
2022-12-10 08,0.025978539521674983,0.02674913631753035
2022-12-10 09,0.036988778150064676,0.038056482378251974
2022-12-10 10,0.02992904773655259,0.030772728758639217
2022-12-10 11,0.0211389189667741,0.021722228219342735
2022-12-10 12,0.01954866978984103,0.020086706573054315
2022-12-10 13,0.021410611295152773,0.022002466119614993
2022-12-10 14,0.022232612826190126,0.022852691614464196
2022-12-10 15,0.021631864989793057,0.02223660272779529
2022-12-10 16,0.02460813613214373,0.025289967206405715
2022-12-10 17,0.02455535897410088,0.025233641619695425
2022-12-10 18,0.02134182727547994,0.02192921701701456
2022-12-10 19,0.021857042500793702,0.022459412114982008
2022-12-10 20,0.03071532519253193,0.03156745532523547
2022-12-10 21,0.02770545209383089,0.028491111473565266
2022-12-10 22,0.027039927190394383,0.027816852180207696
2022-12-10 23,0.027978416517884706,0.028799924776911543
2022-12-11 00,0.026229444875054436,0.027013201899993206
2022-12-11 01,0.03773004000611903,0.03885653988493038
2022-12-11 02,0.02866415360104903,0.029519065519828143
2022-12-11 03,0.024825383051073346,0.025566608270397796
2022-12-11 04,0.02818890180277484,0.0290404778856137
2022-12-11 05,0.04086333619960019,0.0420923666323633
2022-12-11 06,0.019149971823397796,0.019734840139398333
2022-12-11 07,0.02289426170625329,0.02357820520346025
2022-12-11 08,0.027082721020639244,0.027882017567822832
2022-12-11 09,0.02202512488883217,0.022666217217754556
2022-12-11 10,0.03217962695761034,0.03309998272316966
2022-12-11 11,0.02467972197864596,0.025357828884099345
2022-12-11 12,0.03019125809430006,0.031027419542292413
2022-12-11 13,0.024495706861783775,0.02517457797040338
2022-12-11 14,0.022797660420987145,0.023431307806794942
2022-12-11 15,0.02593240509862362,0.02665336396742397
2022-12-11 16,0.023178881552726426,0.023815958994349896
2022-12-11 17,0.019609481659508907,0.020143396195628428
2022-12-11 18,0.020746997334294415,0.02131026423023576
2022-12-11 19,0.02261971171316268,0.023235095160945386
2022-12-11 20,0.028048189085449548,0.02881586268187511
2022-12-11 21,0.023894134776546453,0.024552234603399233
2022-12-11 22,0.022149444883780726,0.022762812497948964
2022-12-11 23,0.03458530048643382,0.03555379547889441
2022-12-12 00,0.02794650743859853,0.02874296548204006
2022-12-12 01,0.026239792644864375,0.02700595429665072
2022-12-12 02,0.03753250964154166,0.038636505537192146
2022-12-12 03,0.027288663383187944,0.028086893874273156
2022-12-12 04,0.020387519539913895,0.020978870989002935
2022-12-12 05,0.02921342461719963,0.030060882001462903
2022-12-12 06,0.028711777335524862,0.02951986588941083
2022-12-12 07,0.024114617484779114,0.02475992415885167
2022-12-12 08,0.026307715382045318,0.026990538868850937
2022-12-12 09,0.023131135493580215,0.023733206344418997
2022-12-12 10,0.021468873068808726,0.02203199715172842
2022-12-12 11,0.03028055833072528,0.031072260820040686
2022-12-12 12,0.02154399705727493,0.022108587623602693
2022-12-12 13,0.03396631417748744,0.03486418467275095
2022-12-12 14,0.023811549492757027,0.024440989032877343
2022-12-12 15,0.026098272026271727,0.026785245433169617
2022-12-12 16,0.031603475407338856,0.03243720091313333
2022-12-12 17,0.026583123296627955,0.02728537615495533
2022-12-12 18,0.03214432625255478,0.03299456390290602
2022-12-12 19,0.028695344374541906,0.029454680036748386
2022-12-12 20,0.024202358424718278,0.024845235357908113
2022-12-12 21,0.036558106098615054,0.03754041902150259
2022-12-12 22,0.02692080755293931,0.027647775945332766
2022-12-12 23,0.033020689316281396,0.03391920598505545
2022-12-13 00,0.05410476370337284,0.05550714352763394
2022-12-13 01,0.030182270589473245,0.031018283965849047
2022-12-13 02,0.0352587208620829,0.036293789686903
2022-12-13 03,0.027219168582393337,0.028020428835011692
2022-12-13 04,0.026539607935387424,0.027330040928068393
2022-12-13 05,0.02789277723396331,0.028714873955440288
2022-12-13 06,0.02789092191538461,0.028690554065681072
2022-12-13 07,0.03265640482970024,0.03352209127798397
2022-12-13 08,0.03469014263727268,0.035616473835978546
2022-12-13 09,0.028712600370063752,0.029479683817934612
2022-12-13 10,0.021261551099598694,0.02183568170910667
2022-12-13 11,0.024049919821012036,0.02469881600172271
2022-12-13 12,0.022580296523452482,0.023192277047048165
2022-12-13 13,0.031807813262312225,0.03267097006713276
2022-12-13 14,0.02556532605206764,0.026262160640588086
2022-12-13 15,0.0372658769271523,0.03828069660640672
2022-12-13 16,0.02284250834481599,0.023462480882302815
2022-12-13 17,0.026495256101898897,0.027209740950398856
2022-12-13 18,0.02063511893860271,0.021194717270243205
2022-12-13 19,0.020819639904892544,0.021388110645557106
2022-12-13 20,0.027708777710572372,0.028470517467328916
2022-12-13 21,0.02133879184992659,0.021931046272486036
2022-12-13 22,0.04747651384477788,0.04876743403038862
2022-12-13 23,0.05265905590774614,0.05407302945717271
2022-12-14 00,0.023698500529188638,0.024387658999537338
2022-12-14 01,0.02142252312717684,0.022053870116512178
2022-12-14 02,0.03590483796918467,0.036964533875294185
2022-12-14 03,0.020259049373937105,0.02085998217927941
2022-12-14 04,0.02994131483968115,0.03081860248868841
2022-12-14 05,0.03047696016251463,0.031368543653988584
2022-12-14 06,0.03123606506994091,0.03214059811136013
2022-12-14 07,0.034810326285284215,0.035773572403725
2022-12-14 08,0.028422723523105924,0.029198786462662135
2022-12-14 09,0.020491684400367388,0.021046044575213644
2022-12-14 10,0.027435253883393244,0.02815401426355077
2022-12-14 11,0.020808087065182047,0.021370332851301674
2022-12-14 12,0.017696496545522983,0.018174833612442945
2022-12-14 13,0.02554787952426304,0.026236277563855992
2022-12-14 14,0.020978084104645717,0.021539994357609487
2022-12-14 15,0.020901628611104575,0.021459072309329922
2022-12-14 16,0.02516705074016134,0.025836482853737595
2022-12-14 17,0.024980434827393143,0.025644642553501143
2022-12-14 18,0.022856444072357554,0.02346235367702972
2022-12-14 19,0.01959860251863867,0.020119187470857943
2022-12-14 20,0.018234524977823848,0.01871867133841725
2022-12-14 21,0.029976036265781648,0.03077988562067142
2022-12-14 22,0.02093739513261108,0.021503050207074062
2022-12-14 23,0.03167967693073352,0.03254405478291051
2022-12-15 00,0.020900961864415514,0.02148394895825404
2022-12-15 01,0.0480717103535758,0.04934835660218541
2022-12-15 02,0.02225773004963671,0.022886846375011125
2022-12-15 03,0.02178786931047175,0.022409006187611217
2022-12-15 04,0.03244005455541386,0.03335418310708106
2022-12-15 05,0.026232586611770543,0.026977450041778876
2022-12-15 06,0.025784213526570517,0.026469298308218224
2022-12-15 07,0.06481292227934571,0.06639554973252952
2022-12-15 08,0.027434552893225186,0.028162586906412785
2022-12-15 09,0.027994223055944838,0.02873448914464357
2022-12-15 10,0.03127953165196148,0.03210004119879168
2022-12-15 11,0.019798719370169734,0.020319878532687803
2022-12-15 12,0.024991931301084458,0.025652594460219877
2022-12-15 13,0.03251988907134031,0.03338287409544657
2022-12-15 14,0.02832756664660626,0.029066431450061825
2022-12-15 15,0.05009750114213793,0.0512765172150773
2022-12-15 16,0.024862336548158216,0.025522802865826828
2022-12-15 17,0.022913398803171524,0.023521791679574192
2022-12-15 18,0.020505356131478115,0.021050940308318857
2022-12-15 19,0.02330960272452875,0.02393549198131856
2022-12-15 20,0.03459722368960576,0.035511615968789045
2022-12-15 21,0.023993689812599767,0.02464263285429991
2022-12-15 22,0.030795756901426562,0.03163513854488556
2022-12-15 23,0.05270729411812781,0.054046823112396544
2022-12-16 00,0.03678868844266449,0.03779707798969141
2022-12-16 01,0.04312445381865195,0.044319603977400576
2022-12-16 02,0.034085291320497216,0.0350650347131972
2022-12-16 03,0.013060477401837956,0.013440782201693277
2022-12-16 04,0.024584895662306053,0.025300953484137908
2022-12-16 05,0.03224505968098442,0.03316813832241463
2022-12-16 06,0.028724778174054885,0.029517463181988998
2022-12-16 07,0.02533748475685186,0.026017792974963077
2022-12-16 08,0.022464988340350822,0.023051953740039703
2022-12-16 09,0.021292922269257008,0.021848389806707898
2022-12-16 10,0.018768978834959607,0.019260206599042318
2022-12-16 11,0.01975383679218974,0.02027726761516375
2022-12-16 12,0.023920957297741866,0.024554563981061213
2022-12-16 13,0.022618929493002603,0.023221506927000493
2022-12-16 14,0.01944203346831545,0.019967486970748027
2022-12-16 15,0.01913481802320062,0.019648741905721526
2022-12-16 16,0.02174370224380176,0.022321508670974738
2022-12-16 17,0.0319708873920056,0.03281226293534454
2022-12-16 18,0.02616600882726883,0.02686020151235674
2022-12-16 19,0.02571755270812082,0.02640517283537276
2022-12-16 20,0.02191724592275208,0.022508895614987277
2022-12-16 21,0.025896562438844695,0.026603235875479643
2022-12-16 22,0.025767956511618617,0.026471222143699936
2022-12-16 23,0.022022722684792988,0.022645104525133526
2022-12-17 00,0.03277630604684118,0.033708555000105736
2022-12-17 01,0.023353217705150208,0.02401958908419618
2022-12-17 02,0.06484728621987038,0.06657337105907184
2022-12-17 03,0.049268113079832344,0.050712492792007
2022-12-17 04,0.023318485930211158,0.024024145480136556
2022-12-17 05,0.03395988221108368,0.034963134342300174
2022-12-17 06,0.0372964733286135,0.038429138147065334
2022-12-17 07,0.032413639068242996,0.03339125378580139
2022-12-17 08,0.039948470977353205,0.041056319765345864
2022-12-17 09,0.02868413875422821,0.029506894885756654
2022-12-17 10,0.02347485716679759,0.02413458239582351
2022-12-17 11,0.02310070325310239,0.023741386107164933
2022-12-17 12,0.022466435596037775,0.023087254006166534
2022-12-17 13,0.027749741772502154,0.02852038724050339
2022-12-17 14,0.025134883906317313,0.02583932054722614
2022-12-17 15,0.024737281812922157,0.02542762456119987
2022-12-17 16,0.0314035192681812,0.03227678191500844
2022-12-17 17,0.020455808172082448,0.021021312518174906
2022-12-17 18,0.027283236422290653,0.028037611622931967
2022-12-17 19,0.024086861326481503,0.024755675772950268
2022-12-17 20,0.033471100359328584,0.03440554840457107
2022-12-17 21,0.028564709066891906,0.029386915615520932
2022-12-17 22,0.028296103105249045,0.029116340592028566
2022-12-17 23,0.029080100221624057,0.029936772255995416
2022-12-18 00,0.02570887270992033,0.026483862499585453
2022-12-18 01,0.047809572516336815,0.04924563088500585
2022-12-18 02,0.024553498323858225,0.025323066586749723
2022-12-18 03,0.023847292269838612,0.02460007823063334
2022-12-18 04,0.03073332315582977,0.03170777546337302
2022-12-18 05,0.027162319792988686,0.028032826140092563
2022-12-18 06,0.021964465749062276,0.022673660207806937
2022-12-18 07,0.024519051263561183,0.025313794691014486
2022-12-18 08,0.02310236633625623,0.023841851777755163
2022-12-18 09,0.035833420882403384,0.03696250749589021
2022-12-18 10,0.026238059563511947,0.027052168303547956
2022-12-18 11,0.024659159295777538,0.025415615353768795
2022-12-18 12,0.032539423163557527,0.033511403357675384
2022-12-18 13,0.033601191241695576,0.03460733437921554
2022-12-18 14,0.025114872146994136,0.025865161534749236
2022-12-18 15,0.025782948702671872,0.02655183456240908
2022-12-18 16,0.02839517497253052,0.029247584518272585
2022-12-18 17,0.02713403813844201,0.02795472598293907
2022-12-18 18,0.06008155899759147,0.061866539484810114
2022-12-18 19,0.037048630216625335,0.03817909233091165
2022-12-18 20,0.028989476078480913,0.029903297305460697
2022-12-18 21,0.03660340690029626,0.03776223249005994
2022-12-18 22,0.0288874968713137,0.029846322031158078
2022-12-18 23,0.027523157696340637,0.028451583379697123
2022-12-19 00,0.02955845443768322,0.03056976627201389
2022-12-19 01,0.035612114395753534,0.036871154844006965
2022-12-19 02,0.03428837648710735,0.03554598278353922
2022-12-19 03,0.027698978862131372,0.02873577198208136
2022-12-19 04,0.024864926145768435,0.025808737130814448
2022-12-19 05,0.02430955329359915,0.025204138559614234
2022-12-19 06,0.028713130908126203,0.029750511915598698
2022-12-19 07,0.03787198721827291,0.03913440630498214
2022-12-19 08,0.03319155407893439,0.0342247559500143
2022-12-19 09,0.026383627486234427,0.02717620865799157
2022-12-19 10,0.03862685775482746,0.03977935517232164
2022-12-19 11,0.024682081969306,0.02541485904370567
2022-12-19 12,0.029486039891312998,0.03034822058197747
2022-12-19 13,0.0434094863955358,0.044653399861761256
2022-12-19 14,0.030561502556186518,0.03144282251511077
2022-12-19 15,0.03200047085285475,0.032923307593048755
2022-12-19 16,0.029982859844899724,0.030846651303975882
2022-12-19 17,0.03669867377540609,0.037748234783207865
2022-12-19 18,0.02660543349929718,0.02736110559988927
2022-12-19 19,0.0439194262520631,0.04516754335263549
2022-12-19 20,0.02619516649308498,0.026973088136242676
2022-12-19 21,0.027992121213372065,0.028845186658477833
2022-12-19 22,0.04112080378183068,0.0424006398702642
2022-12-19 23,0.03495741924878341,0.036086443213525596
2022-12-20 00,0.03070320336559614,0.03173984870649845
2022-12-20 01,0.028917508116368937,0.029937600839910167
2022-12-20 02,0.026605841483895554,0.0275816720949909
2022-12-20 03,0.03436410819886812,0.035644610040185265
2022-12-20 04,0.02164380405696009,0.02246226756616787
2022-12-20 05,0.03117661534580524,0.03235140284040218
2022-12-20 06,0.029193585979378302,0.030270166540188437
2022-12-20 07,0.0441628989863602,0.045654430042831255
2022-12-20 08,0.032579719376655304,0.03361177271417712
2022-12-20 09,0.03089614554766098,0.03184253885208332
2022-12-20 10,0.027987484687249167,0.028835749900580295
2022-12-20 11,0.028021159168585243,0.028803310120066004
2022-12-20 12,0.02742383620854239,0.028347444321039656
2022-12-20 13,0.025324373751004325,0.0260977801235879
2022-12-20 14,0.029036386134434822,0.029920131156524223
2022-12-20 15,0.04400898431253136,0.04533881545891572
2022-12-20 16,0.03774322435114674,0.03885467912939043
2022-12-20 17,0.027494092956437594,0.02830664321161364
2022-12-20 18,0.03617956029961081,0.03724981999787326
2022-12-20 19,0.026772418773618484,0.027571565293171594
2022-12-20 20,0.025780730012993042,0.02654695318238185
2022-12-20 21,0.039119063761452154,0.04029260958256816
2022-12-20 22,0.025027575666846196,0.025787595998732694
2022-12-20 23,0.03062816416688306,0.03157076455302221
2022-12-21 00,0.02444976408485305,0.025216365752568165
2022-12-21 01,0.02846995700312223,0.029378599011671145
2022-12-21 02,0.03274242569437771,0.0338144590836909
2022-12-21 03,0.023683903192457095,0.024464996902130637
2022-12-21 04,0.03424532818685276,0.03538802002375676
2022-12-21 05,0.03458914223416808,0.035698408333714536
2022-12-21 06,0.0268473020046943,0.027708212009111034
2022-12-21 07,0.032995194454771566,0.03399252374020004
2022-12-21 08,0.026734159151966343,0.027504641078309532
2022-12-21 09,0.030407072946356563,0.03127930273559156
2022-12-21 10,0.02489574314451402,0.025619138564345
2022-12-21 11,0.03094753344426411,0.03184392994008988
2022-12-21 12,0.03517019208017188,0.03618993521017716
2022-12-21 13,0.02761516305934005,0.028430772451933293
2022-12-21 14,0.022391381597740817,0.023053981343244642
2022-12-21 15,0.02559441026287845,0.026535577742732904
2022-12-21 16,0.025771626908344503,0.026528100152116155
2022-12-21 17,0.026238306414136107,0.027007393521343643
2022-12-21 18,0.025828636103877884,0.026572437517310518
2022-12-21 19,0.02417365567311474,0.024878406562764025
2022-12-21 20,0.046033619694235084,0.04737206054508349
2022-12-21 21,0.02533016348276044,0.02610308500495252
2022-12-21 22,0.029405020119791292,0.029909093498191527
2022-12-21 23,0.03832829192939554,0.03985258875744222
2022-12-22 00,0.04509849677346189,0.046597006147870344
2022-12-22 01,0.03842133739755834,0.03969959657061513
2022-12-22 02,0.026365428066331076,0.027275492787607613
2022-12-22 03,0.02393861613855699,0.024778636471335654
2022-12-22 04,0.02335259764250791,0.024161667537078324
2022-12-22 05,0.026635350522060945,0.027581261650702828
2022-12-22 06,0.033864566516511686,0.03501464426905247
2022-12-22 07,0.06401976998651517,0.0658834738470312
2022-12-22 08,0.057872516345436456,0.05954198025161135
2022-12-22 09,0.02774463507901324,0.028565343172470736
2022-12-22 10,0.03305614629743681,0.03402995550277639
2022-12-22 11,0.028530572641380262,0.029332898276598407
